mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,zcr,rmse,spec_centroid,pitch,audio_path,score
-340.0212,77.170395,-1.585044,17.165382,-4.6055274,-1.0814476,-10.147578,-3.1936553,-0.77948344,-5.6429296,6.645693,-0.48594108,-3.1933956,0.14798535884251865,0.03877294,1838.612844486327,1316.605,dataset\audios_train\audio_640.wav,2.0
-361.92374,124.07315,21.189934,20.28929,11.773573,0.68081224,-5.456946,-1.31632,-12.60368,-10.725876,-3.0130687,-0.51738244,-1.0740056,0.08566865931176784,0.058913104,1298.805570822748,726.2092,dataset\audios_train\audio_778.wav,2.5
-316.61896,65.66385,3.2395918,33.875946,-13.334555,-3.8209093,4.3957915,-16.391735,-4.9851127,-8.285057,-9.492434,3.2932525,-7.728069,0.13666884704205975,0.05173715,1748.1361651951156,1498.6797,dataset\audios_train\audio_1025.wav,2.0
-360.24442,85.64524,-5.124211,22.921928,-1.6526659,-0.99335593,-6.4781055,-5.2621417,-1.8524221,-0.6237776,1.6466372,-4.444099,0.65242463,0.13121843591919596,0.038342047,1578.9229529159936,1568.1356,dataset\audios_train\audio_939.wav,2.5
-324.066,72.50261,3.974256,31.144299,3.019726,-2.3163538,-6.9717107,-11.16592,-5.50081,-9.967396,6.564975,-14.669001,0.5619309,0.09260027705670927,0.05656361,1588.6959219441285,869.39404,dataset\audios_train\audio_1216.wav,2.5
-301.25266,139.27286,-26.79848,5.4314203,-3.2283344,7.341946,-4.266245,-11.621689,1.3012305,-4.86839,-7.1474214,-11.1328945,-13.438946,0.09508796342518637,0.03732256,1214.3619775304735,995.5571,dataset\audios_train\audio_934.wav,2.0
-284.69925,96.60977,-9.169911,21.295395,-8.619503,3.2326927,-8.867669,-0.73976064,-9.081695,-7.397666,-6.346829,-3.4771507,-6.741588,0.12476131938897764,0.02772504,1658.5193722228007,1313.0593,dataset\audios_train\audio_904.wav,2.5
-530.28394,90.66074,13.803309,12.113631,-14.47179,-31.163115,-17.955488,-7.79725,-3.530922,-1.4925005,-6.0351734,-8.626667,-4.1048617,0.08201913959432718,0.015802044,1382.7817685949474,1515.9032,dataset\audios_train\audio_1102.wav,2.5
-470.86548,102.51918,9.697732,14.157781,7.606515,2.9234583,5.832075,-1.8686188,-4.447448,-5.8060317,-4.9988875,-2.289818,-5.2511473,0.07256254576011714,0.010368208,1216.3536487187255,834.0193,dataset\audios_train\audio_1150.wav,3.0
-302.3334,104.03628,5.583551,24.87275,14.079711,0.67734045,-10.172738,2.6466408,-4.1431737,-17.633968,-7.766736,-3.4610894,-10.8509445,0.11672131880657614,0.06233862,1502.635625289646,1338.7118,dataset\audios_train\audio_765.wav,3.0
-297.49673,127.9845,31.972328,33.331127,9.835016,11.544949,3.8827553,-0.89155674,4.2677884,2.8401058,-7.4610133,0.86429304,-0.07845598,0.08788828499400958,0.07742291,1189.1127167859693,840.2579,dataset\audios_train\audio_1117.wav,3.0
-339.4352,114.16127,11.023611,5.6230273,2.1302004,-15.592981,-7.1615663,-7.619201,-0.9696101,-8.660929,-4.862002,-0.17644854,-7.4967036,0.1340792673938679,0.039297465,1619.318601072992,1061.1582,dataset\audios_train\audio_685.wav,3.0
-476.73135,16.886917,4.6795454,1.1948711,-6.8012075,-7.7353377,-3.5082858,-5.6349726,-5.988863,-6.289995,-6.5922318,-2.7007134,-2.9898171,0.31305380141773165,0.014922147,3112.543615819291,1933.608,dataset\audios_train\audio_1329.wav,3.0
-289.21866,63.072987,14.383903,18.36353,-0.36368725,3.3183773,-9.251429,-0.9390299,-7.173741,-1.6455492,-10.702104,-1.9065747,-3.8445675,0.19753082567891375,0.028642267,2251.1606824384135,1822.4625,dataset\audios_train\audio_236.wav,3.0
-350.0042,87.79282,9.067454,9.598851,4.418764,-2.7557194,-8.119525,-2.9681504,-0.49467394,3.3034644,-0.08588336,-2.3497026,-3.5150511,0.13375318240814696,0.031129187,1768.9952230251438,1103.5433,dataset\audios_train\audio_90.wav,3.0
-329.32687,109.8231,1.1449867,11.964421,6.761777,-6.3380103,-4.445933,-6.766288,-5.0033216,6.7549515,0.48046407,-5.0614204,-3.7254102,0.09896951336195421,0.037624996,1422.3322834586222,968.6967,dataset\audios_train\audio_903.wav,3.0
-274.3729,101.528275,11.178746,23.98522,12.735734,4.6635866,3.9430423,7.1923246,-0.38571995,-1.553401,3.5634086,-0.42984748,-1.0219156,0.10491260857627796,0.048481178,1583.1409644453977,1114.9193,dataset\audios_train\audio_905.wav,3.0
-296.57727,71.05755,8.353205,12.91258,-14.366085,-5.938386,-14.512572,-6.4202194,1.731346,-23.283014,-4.969525,0.35368305,-7.69527,0.15769300369408945,0.06186078,1902.5943537230273,1274.1715,dataset\audios_train\audio_736.wav,3.0
-345.63522,98.06195,4.635821,-10.199008,-14.2813425,-15.2345915,-12.663636,-0.86447775,-10.220678,-7.5773187,-7.889165,-8.415748,-3.8806171,0.1184370631988818,0.06773308,1521.477203701252,1132.4816,dataset\audios_train\audio_886.wav,3.0
-387.57437,66.03334,3.441561,0.7873708,-0.42959273,-6.0139537,-2.9127402,-3.9506752,-8.134273,-7.2360444,-1.6228333,-1.7746322,-1.4783764,0.15008746422390842,0.032720357,1750.8051713383945,1541.4128,dataset\audios_train\audio_773.wav,3.0
-399.12552,78.14182,0.3332929,21.113886,14.098699,32.305733,15.942889,4.26054,13.646248,0.39065084,-1.5953056,0.57062525,-4.113085,0.08745478652582993,0.041553326,1061.2034165873065,1711.6627,dataset\audios_train\audio_43.wav,3.5
-269.18863,83.16568,8.149359,14.95939,-31.191137,-6.493089,-27.533014,-10.32004,-10.205546,-5.313605,-4.823673,-10.030951,-4.761514,0.1464711149660543,0.09279032,1753.0174145034987,1221.5586,dataset\audios_train\audio_853.wav,3.0
-327.74023,94.56533,3.2301955,22.790985,3.2688732,-16.543512,-9.685041,-8.481137,1.0319504,-5.6360016,-5.396324,-4.7417746,-4.8502426,0.15027778471112885,0.06278565,1657.6400841819752,1392.6257,dataset\audios_train\audio_278.wav,3.0
-292.30823,87.582596,-21.487553,35.14834,-12.5342045,-13.083324,-11.568771,-19.03419,-12.485922,-8.037158,-7.869211,-14.012679,2.1310554,0.14123106155151757,0.058316395,1649.974249733804,1597.2883,dataset\audios_train\audio_948.wav,3.0
-417.68738,64.76482,10.446952,10.2783785,-4.404764,-13.729634,-8.717676,-8.874001,-12.247506,-7.5531573,-5.4694543,-7.417959,-5.463217,0.19020608692758253,0.039814673,1836.4554597499928,1371.7584,dataset\audios_train\audio_869.wav,3.0
-320.9572,100.69184,5.153131,2.9304528,-13.568367,-14.299536,-8.621533,-9.2534275,-6.3759494,-1.564946,-2.532053,-0.38196647,-7.05405,0.11849868335662939,0.054431044,1438.1727105254308,1062.624,dataset\audios_train\audio_1223.wav,3.0
-353.76483,82.62319,-4.621985,9.057306,-1.377931,-7.573408,-10.189685,-4.326474,4.3335147,-6.4256206,1.1947224,-2.806805,-7.809669,0.15594059920793396,0.029416371,1828.846133255437,1338.2064,dataset\audios_train\audio_1038.wav,3.0
-308.95486,87.49964,18.74632,22.496138,-10.917428,0.33191928,-12.942334,-13.849633,-7.0359664,0.66035175,7.336817,1.8194392,1.1247497,0.1374633919062833,0.04844919,1821.0928979976502,1075.6724,dataset\audios_train\audio_686.wav,3.5
-299.88632,89.360825,-21.930363,5.4068866,-15.212887,-17.526133,-11.580554,-9.970235,-10.48782,-8.070385,-11.666363,-4.9647555,-3.4257643,0.11661965854632587,0.08480918,1448.934658997787,1235.7286,dataset\audios_train\audio_346.wav,3.0
-406.43393,73.82695,4.585537,4.3404293,-6.8665276,-7.998679,-17.788515,-7.4635377,-10.9733925,-11.695171,-8.330856,-6.746301,-5.942395,0.11166222585529818,0.034833096,1830.8261164955375,1659.5317,dataset\audios_train\audio_988.wav,3.5
-375.82117,12.226312,-3.0451336,18.000134,-5.4351053,19.707588,4.571365,-6.9544706,-2.149695,5.5332184,0.24656312,0.7666283,-2.5766258,0.31331640208998934,0.01985386,3099.159272512052,2038.1371,dataset\audios_train\audio_653.wav,3.0
-333.69366,86.63522,12.527893,4.517838,-5.6301575,-0.67492414,-7.3063536,-2.9494214,-7.754008,-10.057719,-11.591545,-4.856874,5.761179,0.14184800633844338,0.06199984,1712.17708432978,1047.2686,dataset\audios_train\audio_809.wav,3.0
-323.1991,71.1448,-2.9832618,11.464638,-21.259216,-15.672798,-14.410326,6.5364423,-11.075114,-7.3250637,-12.339868,-4.325776,-6.444801,0.12149597102968583,0.0559834,1716.4449123411441,1232.1194,dataset\audios_train\audio_1043.wav,3.0
-353.4383,99.71584,-4.296938,10.222528,-3.210363,-15.547022,-13.666049,-7.5692883,2.48176,-2.856087,-9.573658,0.43269232,5.295238,0.13801745332468052,0.03507331,1608.0177719636952,1468.1937,dataset\audios_train\audio_542.wav,3.0
-267.92883,78.941376,7.41917,25.476225,-7.6572614,5.809638,-15.36892,-19.411978,-10.675338,-11.709557,-8.547569,-5.4193716,0.10922181,0.11854288346978169,0.10000622,1607.23674510772,1515.965,dataset\audios_train\audio_1106.wav,3.5
-310.00986,110.36056,3.6623151,10.639959,4.90674,7.5526366,-1.9004937,-8.200672,-3.9586399,-7.273143,-15.675174,-4.6408134,1.21811,0.12274924864059224,0.037946302,1520.6485984462547,1135.3887,dataset\audios_train\audio_643.wav,3.0
-315.53232,37.65455,-3.7414358,2.5147438,-15.047767,-15.978171,-13.7816925,-15.624768,-11.122313,-11.058915,-14.529501,-8.333408,-10.454207,0.23016613166432145,0.050654665,2457.915239892186,1949.5122,dataset\audios_train\audio_1333.wav,3.5
-351.67752,23.635939,-1.8492377,11.607193,-23.24243,-18.326458,-12.6914425,2.6985145,-16.275108,-16.291342,-14.960405,-5.0478497,-13.659506,0.29032142322284343,0.03276869,2861.9044213976963,2013.4016,dataset\audios_train\audio_1239.wav,3.5
-334.62286,70.22798,5.378333,8.42252,-5.1299934,-1.9119011,-14.396069,-2.5520852,-6.5243692,-4.648125,-6.558813,-5.6048045,-1.7097093,0.17014391556842384,0.049965378,1936.3393732574214,1448.1088,dataset\audios_train\audio_1264.wav,3.0
-310.246,78.454315,-2.3347347,25.397778,-7.3106947,-6.3446393,-0.41702604,-7.868634,-2.6621783,-12.5649,-1.1626158,-10.229069,-9.570309,0.1436124076477636,0.05172698,1843.147292816159,1401.4073,dataset\audios_train\audio_854.wav,3.0
-288.1322,115.99934,-26.117296,18.171526,-10.410505,-7.7676,-19.154697,-9.511006,-9.015083,-12.394563,7.28566,-2.8903239,-5.0308723,0.12707090530151757,0.039215997,1563.4721818985643,1143.8481,dataset\audios_train\audio_681.wav,3.5
-308.70248,109.51047,1.0578597,29.913181,3.1511765,3.9347992,-7.582889,-2.9733534,-10.681915,-12.709154,5.7199736,-4.2104974,-7.4966617,0.11238632770899894,0.047114786,1495.9618735421896,1071.7379,dataset\audios_train\audio_711.wav,3.0
-331.40414,87.458534,28.700209,23.839157,16.029106,11.918822,-14.827785,-5.455545,-10.395721,-5.201273,-4.72446,0.048913244,-6.1183114,0.14328688681443025,0.047800742,1675.2380078910724,1567.357,dataset\audios_train\audio_5.wav,3.0
-366.7072,80.47869,-13.847914,20.05796,-7.6672735,-6.5174446,-7.936703,-5.346707,-4.5885158,-9.6349,1.9271315,-7.1860933,-2.062825,0.15194078826003543,0.04342807,1822.0971711352151,1514.3402,dataset\audios_train\audio_446.wav,3.0
-499.4079,76.30674,8.693369,-5.829983,6.29355,20.559095,8.556886,5.1531696,9.059267,13.363389,8.615449,0.821875,-1.2497011,0.15002899964868385,0.023793377,1631.80947144983,1831.1006,dataset\audios_train\audio_827.wav,3.5
-389.20496,81.6286,5.238991,19.754896,1.4377578,-13.387263,-4.8647532,-0.031790297,-2.2901614,-5.4044547,-5.280886,-6.262623,-2.856086,0.15496655925445105,0.04408807,1865.6384550613727,1349.1243,dataset\audios_train\audio_67.wav,3.0
-291.46176,113.856636,-24.034554,28.366152,-11.542705,-11.532419,-16.49475,-9.794341,-7.436118,-8.399094,5.430716,-6.4654393,-3.8088517,0.11924072525625666,0.034893602,1536.8249812645354,1186.7714,dataset\audios_train\audio_776.wav,3.0
-351.2868,58.466656,19.41397,11.187394,12.048703,-21.311962,-15.631455,9.140905,3.4614232,-0.23296008,-4.769475,-3.2109163,0.7859684,0.18691395849973375,0.035373636,2291.267930716133,1424.7615,dataset\audios_train\audio_93.wav,3.0
-399.16025,89.24827,32.66157,24.343983,32.46293,19.839178,8.178922,10.263296,10.128671,7.0157285,7.397952,6.0733504,3.8239172,0.03550904685558317,0.041063473,417.9360417599372,1094.5905,dataset\audios_train\audio_677.wav,3.5
-360.06802,58.896072,-11.635758,23.394852,-22.839449,-11.912889,-16.89926,-9.92713,-21.238764,-13.501258,-17.496407,-9.509774,-10.050642,0.1676257037913113,0.02763481,2090.437588396329,1878.1259,dataset\audios_train\audio_1226.wav,3.0
-316.8661,78.992035,6.160152,12.442326,-21.598015,-9.281648,-15.039959,-15.75213,-18.984901,-14.542855,-11.510383,-12.376686,-6.903068,0.11436181276624068,0.06744454,1608.05725490996,1522.3074,dataset\audios_train\audio_1136.wav,3.5
-352.4268,73.641945,33.585476,25.54279,-23.586258,-8.990886,-11.973565,-12.142682,-8.735234,-13.357281,-12.009464,-4.723088,-5.613011,0.1430684862553248,0.042349055,1938.838629182673,1449.2449,dataset\audios_train\audio_536.wav,3.0
-295.74002,70.54565,12.4659815,21.252962,3.0573726,0.4896681,-9.375751,-0.7094848,-6.56216,-3.0625315,-7.678818,1.8633232,-1.8827932,0.1790003182408147,0.027926635,2167.390182257245,1589.4391,dataset\audios_train\audio_1247.wav,3.0
-340.6779,80.71421,24.009476,6.6094103,-23.69706,-14.114423,-15.162814,-19.04977,-8.46728,-5.515048,-8.860894,-3.850775,-8.180119,0.12017542764909478,0.065143086,1318.5634554046126,1313.8993,dataset\audios_train\audio_61.wav,3.0
-344.238,83.90284,23.98702,20.264368,-4.946374,10.107873,-0.79583853,-14.855719,-5.4561696,-16.8037,-5.221092,-6.59082,-11.340266,0.142546144918131,0.05398869,1619.4335028847884,1400.6947,dataset\audios_train\audio_336.wav,3.0
-298.9558,65.76985,3.6288064,24.866352,-9.878293,-4.0950713,-6.643807,-8.9531975,-3.9333317,-14.097623,-1.253241,-9.147372,-12.6784935,0.15601209939097443,0.05176468,2015.4794939947112,1525.1829,dataset\audios_train\audio_661.wav,3.0
-342.88507,103.212975,5.9674325,-9.3555155,-18.669619,-18.940325,-18.055973,0.1924599,-12.501434,-8.783683,-9.930135,-10.229075,-4.448239,0.13012825312832801,0.07254123,1536.4450080117042,1149.4891,dataset\audios_train\audio_788.wav,3.0
-324.75803,66.95343,9.170177,13.650946,0.03129914,3.536375,-5.5717664,-0.09241621,-5.233389,1.0914834,-4.4551806,1.9734695,-2.1356983,0.19848294811634717,0.019730585,2310.711779401477,1654.9862,dataset\audios_train\audio_1212.wav,3.0
-295.3085,94.34054,-11.814261,-0.62714154,-15.262529,-15.467737,-13.916724,-5.57711,-0.70146257,-1.7207316,-0.4837094,-10.213105,0.32355887,0.12929677099973375,0.044535454,1688.65144219176,1072.4816,dataset\audios_train\audio_813.wav,3.0
-288.60846,104.932274,-12.821526,31.26451,-15.24116,-9.404801,-5.3412447,-17.787748,-11.733934,-11.501151,-7.931628,-9.512808,-5.120796,0.1148529540235623,0.062352646,1412.8457579095707,1381.114,dataset\audios_train\audio_1118.wav,3.5
-388.04666,76.51285,-0.24251172,0.1537598,-3.7862034,-10.07305,-4.021269,-6.865356,-11.433708,-7.455877,-3.5510304,-3.9636672,-2.2214158,0.15243163022497339,0.040745355,1719.666304768157,1420.0232,dataset\audios_train\audio_678.wav,3.0
-313.72617,118.341286,32.25746,11.494318,-7.9677143,0.07401173,-12.607723,-1.7484949,-8.614427,1.2478375,-4.0825276,0.5980667,-4.3400755,0.13715685112153886,0.0469543,1459.7720657887348,1314.7006,dataset\audios_train\audio_427.wav,3.0
-314.76224,85.647896,28.586412,16.713236,-27.39055,-10.982773,-23.091629,-8.547334,-12.404367,-5.332128,-4.3617535,-11.9411545,-2.6154566,0.13652686950878595,0.07839802,1693.6140200858376,1035.698,dataset\audios_train\audio_755.wav,3.0
-357.51093,86.110825,-26.779127,39.649086,-7.585777,-2.2830834,-1.4608957,-14.853949,-2.5172446,-9.409216,-5.015155,-4.4591246,-7.6892877,0.1422744442225772,0.03673545,1790.2892316975908,1600.0505,dataset\audios_train\audio_110.wav,3.5
-336.11316,78.96386,5.5506644,7.246519,-26.843266,-8.134376,-8.848781,-5.230911,-9.665763,-7.913352,-5.9150524,-10.071945,-2.4088984,0.1311963358626198,0.06374171,1553.1730105051686,1294.6844,dataset\audios_train\audio_859.wav,3.0
-348.0608,96.22968,-18.687304,25.330622,-7.7501454,-18.229004,-4.1160264,-9.491017,-10.611842,-2.9395874,-3.8761096,-6.217706,1.6640569,0.0961768462127263,0.05450303,1212.5868599147095,1225.756,dataset\audios_train\audio_957.wav,3.0
-376.4166,104.80512,-5.2738996,-16.073713,0.045674708,-7.6426907,-11.176087,-8.457395,-7.665048,-3.6963463,-6.5683365,-5.1807065,-3.635501,0.10228764185636315,0.054678198,1206.1919448847268,1079.4568,dataset\audios_train\audio_1252.wav,3.0
-386.85742,70.85134,1.4040594,23.913597,7.152898,0.030673513,11.040809,-18.993597,-8.329845,-0.7624411,-13.411073,-5.4842896,-3.9057758,0.16572156424720447,0.032529544,2081.99682589785,1484.8267,dataset\audios_train\audio_1126.wav,3.0
-413.5688,76.20662,11.481677,24.133768,-6.8487887,-16.117931,0.41102758,-4.7180505,-0.6535866,-1.8577838,-5.760652,-0.19647524,-2.2466636,0.11268402847111289,0.027340744,1420.5345431754322,1173.2234,dataset\audios_train\audio_699.wav,3.5
-306.3015,29.876896,-8.359998,9.678804,-20.158262,-13.859334,-16.53246,0.26331803,-16.04699,-8.093466,-13.876039,-4.8895617,-7.502045,0.2273699042682128,0.04872743,2455.8224320662657,1972.1729,dataset\audios_train\audio_1314.wav,3.0
-353.79153,77.94066,-4.561372,13.354519,-3.5065675,-1.7759447,-15.852294,-11.627252,-1.2622104,-10.348708,-21.296482,-12.806823,-4.8763576,0.12897483457809225,0.05277414,1562.0265208645724,1396.5426,dataset\audios_train\audio_794.wav,3.5
-295.71405,69.75251,-9.6126175,8.523715,-19.55827,-14.897381,-15.029301,-1.6270839,-7.673049,-2.0893226,-14.044674,-10.438319,-6.434011,0.12572722186168797,0.070033275,1676.598490728198,1268.3021,dataset\audios_train\audio_1129.wav,3.0
-348.82495,117.42715,7.293025,3.3421795,4.8602576,-13.852542,-13.405287,-9.854568,-10.5224085,-7.126865,-7.6535077,-6.8384504,-3.1288276,0.07520831253328009,0.0806585,863.0903128057091,1003.18365,dataset\audios_train\audio_808.wav,3.5
-292.2446,73.3617,4.395272,18.85643,-26.71193,-10.59385,-28.937893,-7.424033,-0.4157715,-12.485611,1.8749774,-4.2072196,-6.891399,0.14484325079872204,0.07205036,1858.0323057850917,1198.0782,dataset\audios_train\audio_875.wav,3.0
-337.72284,112.91244,-9.44131,16.07278,-22.790352,-18.669125,-5.1335855,-8.790841,-5.135023,-9.186687,-8.24896,-4.265902,-10.662136,0.1040962064862886,0.043531656,1406.3868611380447,1345.2926,dataset\audios_train\audio_842.wav,3.0
-325.2358,61.574947,30.721603,30.659878,11.496401,6.5965223,9.077796,11.186256,-8.249256,-15.339231,-7.4196234,-0.42049178,5.0785775,0.12928897097976572,0.04045177,2024.9981980788996,1633.1962,dataset\audios_train\audio_1182.wav,3.0
-299.79053,86.95366,5.201285,17.787264,-5.723576,1.228622,1.6438931,9.675572,-2.5909576,-4.0367413,-13.83335,-0.9143904,-0.8412779,0.121886232028754,0.07431687,1651.6168852295598,1386.7933,dataset\audios_train\audio_848.wav,3.5
-350.6261,68.67735,-2.4268892,28.748749,4.3362913,-0.34104496,12.69249,-25.138166,-8.277676,0.4159503,-16.888573,-4.792444,-3.333525,0.16641368601903622,0.04093817,2040.4466646196536,1569.6467,dataset\audios_train\audio_1040.wav,3.0
-323.6875,100.08032,-9.257661,27.341516,6.2343354,-4.14709,19.753174,-15.885687,-4.4207363,2.3732018,-12.070464,-1.1303258,1.2036626,0.1279749276158147,0.036121108,1640.0841380303282,1316.4653,dataset\audios_train\audio_956.wav,3.0
-506.0277,121.12623,9.050734,35.70629,0.3922228,4.6214848,0.7556423,2.2243934,3.7019444,-4.398566,0.47268808,3.0778036,-2.771629,0.0641953994435612,0.0067570903,1114.3948508224096,819.449,dataset\audios_train\audio_902.wav,3.0
-313.39682,103.527916,-21.653244,15.698906,-8.747855,-12.872563,-8.910804,-10.620759,-6.727698,-7.94495,-0.59334856,-4.726625,-4.576177,0.14819075936834397,0.041924912,1661.9182673352293,1308.2167,dataset\audios_train\audio_441.wav,3.0
-318.5586,104.59521,25.591644,1.1285375,-25.202412,-12.76865,-7.2031446,-12.718146,-3.9364362,-1.6583004,-8.601118,-8.250209,-4.079588,0.1381391336361821,0.070534855,1520.695318067632,1172.8722,dataset\audios_train\audio_237.wav,3.0
-442.1596,18.275198,4.249029,4.67179,-10.897677,-6.281561,-10.768757,-2.536076,-6.807835,-4.45552,-7.1812363,-1.1490549,-6.00709,0.332941252329606,0.018383024,3105.6111610840603,1944.0746,dataset\audios_train\audio_1290.wav,3.0
-458.1757,74.84991,25.728539,30.702988,-8.539279,23.23345,3.1501021,7.8985205,6.8502693,-3.1660848,3.0188475,2.0081077,5.438888,0.10807395666932908,0.0048465426,1981.6821296488079,1355.0093,dataset\audios_train\audio_1162.wav,3.5
-324.98825,88.760765,-16.297167,4.9026546,-6.589558,-12.632775,-21.784245,-12.831311,1.9125397,-8.3757925,-22.279358,-18.006355,-7.7465134,0.1127305685902556,0.058130585,1298.0160701889279,1230.5275,dataset\audios_train\audio_700.wav,3.5
-344.56348,29.787394,12.818305,14.575065,-16.66936,-1.4525814,-12.800621,-4.9978833,-15.63842,-8.808184,-15.220331,-2.622366,-9.854356,0.23632203959569734,0.056479227,2564.953149288097,1910.6027,dataset\audios_train\audio_1200.wav,3.5
-441.7522,42.290577,23.537329,7.682167,2.93056,6.5852737,10.016253,8.004746,2.6390412,-0.9163924,-0.6602233,0.91811115,0.659208,0.027701798664788602,0.027882272,710.8411447019191,975.7817,dataset\audios_train\audio_147.wav,3.0
-371.6087,65.492584,-4.3997264,13.6267395,-2.6552258,-3.7103422,-7.979776,-5.708507,5.603971,15.007147,10.253717,-2.2369096,-6.474243,0.12589440228966986,0.03291975,1658.6744888651956,1369.4657,dataset\audios_train\audio_212.wav,3.0
-313.01712,74.66224,3.0668054,7.973401,-41.97807,-9.412909,5.2956443,-6.1272817,-16.099241,-10.742169,-6.820297,-0.4211017,2.9711537,0.14882464099108095,0.06947903,1723.5233702342455,1394.2936,dataset\audios_train\audio_168.wav,3.0
-332.33215,101.109055,-8.865891,2.2374766,-11.949683,-16.520475,-14.881136,-11.231601,-8.166418,-8.612553,-10.01713,-4.7607174,-3.8474808,0.10552428303524633,0.06543861,1263.9745169199225,1155.9198,dataset\audios_train\audio_240.wav,3.0
-338.542,74.81261,8.221563,12.483527,-8.753638,-11.684242,-9.340132,-6.152379,-12.493223,-2.9257836,-8.871841,-5.39785,0.3824457,0.12266857403154952,0.057367265,1462.2127427859407,1314.536,dataset\audios_train\audio_695.wav,3.0
-349.49487,61.994205,13.706116,44.16244,-3.3513007,33.64319,-0.008552002,11.842027,16.81742,4.1797233,2.5701547,-5.009875,6.9649925,0.12185343563954537,0.043851502,1550.8330837797612,1996.8031,dataset\audios_train\audio_256.wav,3.5
-352.4663,70.73408,-1.5863987,13.951322,-4.075677,-1.8122622,-11.806866,-6.886432,-5.06091,-9.470884,3.5004895,5.8409576,-3.1190958,0.1544497553913738,0.03691804,1896.8043534979015,1331.9908,dataset\audios_train\audio_443.wav,3.0
-331.05963,77.367836,5.99094,5.5458674,-33.68374,-19.372715,2.577428,-3.2483652,-16.649338,-6.680116,-7.488708,0.7486883,-1.124268,0.15722604249866878,0.058322754,1754.346677923717,1380.1473,dataset\audios_train\audio_63.wav,3.0
-323.29932,81.67954,-5.9733634,25.801592,-5.4283495,2.1742377,-16.73724,-5.328539,-9.100214,-3.5093167,-7.0211334,-15.969949,1.5831604,0.11551933572949946,0.058409806,1593.207452867029,1280.705,dataset\audios_train\audio_721.wav,3.0
-308.42358,60.537666,37.00159,28.283232,-28.413813,4.0190587,-21.42181,-0.58890307,-7.7226286,-19.30915,-11.323473,-4.168845,-4.9419255,0.2092446356662673,0.056720745,2359.4113380375443,1637.6588,dataset\audios_train\audio_636.wav,3.0
-412.01776,77.86804,37.574074,26.988348,28.93857,19.94817,11.862812,12.12998,10.800724,7.6199074,7.3541946,6.7123356,5.6980753,0.0244971041185869,0.034965437,338.2399444702833,908.7198,dataset\audios_train\audio_870.wav,3.5
-350.74207,109.59411,6.114673,33.624577,5.610201,9.027899,2.6659982,-5.787478,-1.2216169,-3.187385,-1.8163832,5.090963,1.774652,0.10102091861355166,0.037510898,1362.8508044045332,1310.0615,dataset\audios_train\audio_1335.wav,3.0
-346.61978,42.23123,-7.446781,-4.075416,-22.255472,-12.469844,-8.8598,-4.48977,-10.640306,-3.222731,-2.4719205,-2.0831575,1.1485339,0.07263378594249201,0.10347773,972.3143042388099,1547.9739,dataset\audios_train\audio_707.wav,3.5
-290.0987,107.70667,-14.229898,42.553013,-3.954998,-15.934987,3.5647333,-20.057964,-12.279089,-15.029549,-0.6668433,0.9065479,-8.1178055,0.12139853536447229,0.059401426,1502.8519596734739,1291.5212,dataset\audios_train\audio_581.wav,3.0
-339.99805,104.59806,12.628334,12.155356,-24.966715,-19.505661,-15.426958,-20.375769,-13.926663,-4.395177,-8.867295,-4.1924253,-7.3212357,0.10546432998868477,0.087637305,1242.2056324874438,1136.377,dataset\audios_train\audio_272.wav,3.0
-280.0633,72.91945,11.044427,20.76949,1.0869738,-2.0110896,-8.672541,-2.8003013,-8.998606,-2.6863024,-8.304181,1.0500404,-1.0933262,0.18110242362220447,0.03383873,2149.792626114437,1588.4617,dataset\audios_train\audio_1284.wav,3.0
-342.0464,92.90319,-19.914082,26.634293,-11.849631,-5.059335,-2.006425,-20.328444,-3.222305,-4.6801777,-12.845385,-6.5935426,-6.7689066,0.1407714586353453,0.039837908,1614.1076827979764,1721.9163,dataset\audios_train\audio_1135.wav,3.0
-467.81662,88.758156,5.099808,5.570057,-33.897285,-26.428549,-15.59243,-8.354837,-9.167929,-5.3339906,-7.199257,-6.8004384,1.2728238,0.1136553842348285,0.023264747,1454.1992472420316,1423.8047,dataset\audios_train\audio_1187.wav,3.0
-374.3509,106.23571,53.08773,42.49847,-1.9162292,14.571382,1.5428948,6.984628,10.86221,4.3645587,9.628023,8.804148,8.12863,0.047236811812089476,0.05356543,840.4523575502943,1386.5056,dataset\audios_train\audio_480.wav,3.0
-365.61368,87.74932,-7.0284824,7.1552005,-3.1107645,-13.117698,-12.173217,-4.263019,4.3258157,-4.0034337,-9.060636,0.9658791,4.281228,0.16183949430910544,0.024297152,1816.770107794577,1495.6818,dataset\audios_train\audio_445.wav,3.0
-280.28162,75.24667,-15.526147,24.829615,-19.89972,12.087076,-6.452376,-7.1118407,-5.6589017,-0.5981306,-4.4246373,-12.657742,4.7925363,0.19218261198748668,0.044299107,2196.1670924268983,1458.1173,dataset\audios_train\audio_447.wav,3.0
-246.29034,81.71632,0.7651811,20.489702,-12.787072,-1.6397315,-25.659828,-18.872461,-3.8286462,-9.748868,-6.774397,-3.3082387,-2.691811,0.1355566508615042,0.10767048,1712.953224216039,1487.9755,dataset\audios_train\audio_1191.wav,3.5
